,ADDRESS,ADPARCEL_,ADPARCEL_I,ADR_ID,AD_STREET,AD_SUFFIX,ANGLE,AREA,CITY_ID,CODE,DATE_ENTER,LAT,LON,PERIMETER,POLYGONID,SCALE,SOURCE,STATUS,STREET,STREET_DIR,STREET_IDX,STREET_NAM,STREET_NO,SUFFIX_DIR,TILE_NAME,X_HPGN,Y_HPGN,ZIPCITY,ZIPCODE,geometry,SequenceNum,SaleDate,SalePrice,PropertyType,IntendedUse,Deed,Financing,ValidationDescription,BuyerSellerRelated,Solar,PersonalProperty,PartialInterest,RecordingDate
11106016C,2930 N WINSTEL BL,140595.0,258677.0,258002.0,WINSTEL,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2604231226,-110.911431122,0.0,140595.0,1.0,PC DSD GIS,P,N WINSTEL BL,N,WINST,WINSTEL BL,2930.0,,E131433,1010731.0,459926.0,TUCSON,85716,POINT (-110.9114311215436 32.26042312269283),20150400631,201502,50000,2-4 Plex,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-02-09
11106079F,2950 N PALO VERDE AV,140058.0,259222.0,258548.0,PALO VERDE,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2608428294,-110.918190333,0.0,140058.0,1.0,PC DSD GIS,P,N PALO VERDE AV,N,PALO,PALO VERDE AV,2950.0,,E131433,1008640.0,460060.0,TUCSON,85716,POINT (-110.918190332587 32.2608428294771),20150510375,201501,67500,Single Family,NonPrimary,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-02-20
111060920,2927 N RICHEY BL,141140.0,258125.0,257452.0,RICHEY,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2601010585,-110.916556132,0.0,141140.0,1.0,PC DSD GIS,P,N RICHEY BL,N,RICHE,RICHEY BL,2927.0,,E131433,1009148.0,459794.0,TUCSON,85716,POINT (-110.9165561316671 32.26010105861884),20153340735,201511,88000,Single Family,NonPrimary,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-11-30
111061360,2856 N RICHEY BL,142351.0,256904.0,256231.0,RICHEY,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2592620307,-110.915951515,0.0,142351.0,1.0,PC DSD GIS,P,N RICHEY BL,N,RICHE,RICHEY BL,2856.0,,E131433,1009338.0,459491.0,TUCSON,85716,POINT (-110.9159515145483 32.25926203081012),20151060134,201503,128000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-04-16
111061430,2802 N RICHEY BL,144391.0,254823.0,254155.0,RICHEY,BL,0.0,0.0,TUC,0.0,2000-02-19,32.257989297,-110.915942431,0.0,144391.0,1.0,PC DSD GIS,P,N RICHEY BL,N,RICHE,RICHEY BL,2802.0,,E131433,1009345.0,459028.0,TUCSON,85716,POINT (-110.9159424307324 32.25798929705101),20151410320,201504,109500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-21
111061630,2856 N DODGE BL,142404.0,256850.0,256177.0,DODGE,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2592138944,-110.913856856,0.0,142404.0,1.0,PC DSD GIS,S,N DODGE BL,N,DODGE,DODGE BL,2856.0,,E131433,1009985.0,459479.0,TUCSON,85716,POINT (-110.9138568560034 32.25921389443503),20150050342,201501,1960000,Single Family,Rental,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-01-05
111061630,2854 N DODGE BL,142531.0,256721.0,256049.0,DODGE,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2591366966,-110.913773395,0.0,142531.0,1.0,PC DSD GIS,P,N DODGE BL,N,DODGE,DODGE BL,2854.0,,E131433,1010012.0,459452.0,TUCSON,85716,POINT (-110.9137733954667 32.25913669669657),20150050342,201501,1960000,Single Family,Rental,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-01-05
111061630,2856 N DODGE BL,142404.0,256850.0,256177.0,DODGE,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2592138944,-110.913856856,0.0,142404.0,1.0,PC DSD GIS,S,N DODGE BL,N,DODGE,DODGE BL,2856.0,,E131433,1009985.0,459479.0,TUCSON,85716,POINT (-110.9138568560034 32.25921389443503),20151810587,201506,70000,2-4 Plex,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-06-30
111061630,2854 N DODGE BL,142531.0,256721.0,256049.0,DODGE,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2591366966,-110.913773395,0.0,142531.0,1.0,PC DSD GIS,P,N DODGE BL,N,DODGE,DODGE BL,2854.0,,E131433,1010012.0,459452.0,TUCSON,85716,POINT (-110.9137733954667 32.25913669669657),20151810587,201506,70000,2-4 Plex,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-06-30
111061680,2812 N DODGE BL,143658.0,255574.0,254904.0,DODGE,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2584130808,-110.913825831,0.0,143658.0,1.0,PC DSD GIS,P,N DODGE BL,N,DODGE,DODGE BL,2812.0,,E131433,1009998.0,459188.0,TUCSON,85716,POINT (-110.9138258314027 32.25841308089128),20152460394,201508,130000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-03
11106191A,2823 N ALVERNON WY,143529.0,255705.0,255033.0,ALVERNON,WY,0.0,0.0,TUC,0.0,2000-02-19,32.2584694531,-110.910383134,0.0,143529.0,1.0,PC DSD GIS,P,N ALVERNON WY,N,ALVER,ALVERNON WY,2823.0,,E131433,1011062.0,459219.0,TUCSON,85712,POINT (-110.9103831337222 32.25846945319906),20150970147,201502,140000,Single Family,Unknown,Warranty Deed,Other,Property type/use code are not consistent,No,No,No,No,2015-04-07
11106196A,2814 N WINSTEL BL,143702.0,255530.0,254859.0,WINSTEL,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2583682135,-110.91176856,0.0,143702.0,1.0,PC DSD GIS,P,N WINSTEL BL,N,WINST,WINSTEL BL,2814.0,,E131433,1010634.0,459178.0,TUCSON,85716,POINT (-110.9117685603756 32.25836821357595),20152360070,201508,63000,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-08-24
111062100,3741 E PATRICIA ST,140199.0,259080.0,258406.0,PATRICIA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2606757273,-110.912789432,0.0,140199.0,1.0,PC DSD GIS,P,E PATRICIA ST,E,PATRI,PATRICIA ST,3741.0,,E131433,1010310.0,460014.0,TUCSON,85716,POINT (-110.912789431645 32.26067572737485),20151560743,201504,146000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-06-05
11106214A,2959 N PALO VERDE AV,139872.0,259409.0,258737.0,PALO VERDE,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2610115566,-110.918704255,0.0,139872.0,1.0,PC DSD GIS,P,N PALO VERDE AV,N,PALO,PALO VERDE AV,2959.0,,E131433,1008481.0,460120.0,TUCSON,85716,POINT (-110.9187042553373 32.26101155668276),20151550385,201505,155000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-04
111062250,2920 N SPARKMAN BL,141214.0,258051.0,257378.0,SPARKMAN,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2600693975,-110.9202562,0.0,141214.0,1.0,PC DSD GIS,P,N SPARKMAN BL,N,SPARK,SPARKMAN BL,2920.0,,E131433,1008004.0,459772.0,TUCSON,85716,POINT (-110.9202562004016 32.26006939755698),20152360118,201507,135000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-08-24
11106289G,2805 N PALO VERDE AV,143742.0,255489.0,254815.0,PALO VERDE,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2584023272,-110.918671951,0.0,143742.0,1.0,PC DSD GIS,P,N PALO VERDE AV,N,PALO,PALO VERDE AV,2805.0,,E131433,1008500.0,459170.0,TUCSON,85716,POINT (-110.918671950836 32.25840232731245),20152720118,201508,90000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-29
111063130,2949 N FLANWILL BL,140167.0,259113.0,258439.0,FLANWILL,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2607959215,-110.92506993,0.0,140167.0,1.0,PC DSD GIS,P,N FLANWILL BL,N,FLANW,FLANWILL BL,2949.0,,E131433,1006514.0,460023.0,TUCSON,85716,POINT (-110.9250699304815 32.2607959215496),20160330201,201509,95500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-02-02
11106354A,2843 N EDITH BL,142969.0,256275.0,255605.0,EDITH,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2588996624,-110.922952301,0.0,142969.0,1.0,PC DSD GIS,P,N EDITH BL,N,EDITH,EDITH BL,2843.0,,E131433,1007175.0,459339.0,TUCSON,85716,POINT (-110.9229523007077 32.25889966250726),20151880235,201506,116000,2-4 Plex,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-07
11106354A,2845 N EDITH BL,143008.0,256236.0,647219.0,EDITH,BL,0.0,0.0,TUC,0.0,,32.2588784188,-110.922953843,0.0,143008.0,1.0,PC DSD GIS,U,N EDITH BL,N,EDITH,EDITH BL,2845.0,,E131433,1007174.0,459331.0,TUCSON,85716,POINT (-110.9229538428793 32.25887841886041),20151880235,201506,116000,2-4 Plex,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-07
11106354A,2847 N EDITH BL,143055.0,256189.0,647220.0,EDITH,BL,0.0,0.0,TUC,0.0,,32.2588576683,-110.922954911,0.0,143055.0,1.0,PC DSD GIS,U,N EDITH BL,N,EDITH,EDITH BL,2847.0,,E131433,1007174.0,459324.0,TUCSON,85716,POINT (-110.9229549105792 32.258857668381),20151880235,201506,116000,2-4 Plex,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-07
11106382B,3380 E MONTE VISTA DR,142229.0,257026.0,256353.0,MONTE VISTA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2593687764,-110.920687017,0.0,142229.0,1.0,PC DSD GIS,P,E MONTE VISTA DR,E,MONTE,MONTE VISTA DR,3380.0,,E131433,1007874.0,459516.0,TUCSON,85716,POINT (-110.9206870172564 32.25936877651438),20152040427,201506,136000,Single Family,NonPrimary,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-23
111064230,3628 E BLACKLIDGE DR,139591.0,259691.0,259012.0,BLACKLIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2611704149,-110.915137811,0.0,139591.0,1.0,PC DSD GIS,P,E BLACKLIDGE DR,E,BLACK,BLACKLIDGE DR,3628.0,,E131433,1009583.0,460188.0,TUCSON,85716,POINT (-110.9151378114472 32.2611704149438),20152740029,201509,202500,Condo/Townhouse,Rental,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-10-01
111064250,3630 E BLACKLIDGE DR,140039.0,259241.0,258570.0,BLACKLIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2608369902,-110.915325864,0.0,140039.0,1.0,PC DSD GIS,P,E BLACKLIDGE DR,E,BLACK,BLACKLIDGE DR,3630.0,,E131433,1009526.0,460066.0,TUCSON,85716,POINT (-110.9153258641829 32.26083699025819),20152740030,201510,162000,Condo/Townhouse,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-10-01
111064270,3632 E BLACKLIDGE DR,140260.0,259018.0,258345.0,BLACKLIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2606529839,-110.915324245,0.0,140260.0,1.0,PC DSD GIS,P,E BLACKLIDGE DR,E,BLACK,BLACKLIDGE DR,3632.0,,E131433,1009527.0,459999.0,TUCSON,85716,POINT (-110.9153242452382 32.2606529839621),20152740029,201509,202500,Condo/Townhouse,Rental,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-10-01
111064290,3636 E BLACKLIDGE DR,140000.0,259280.0,258609.0,BLACKLIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.26086769,-110.915091803,0.0,140000.0,1.0,PC DSD GIS,P,E BLACKLIDGE DR,E,BLACK,BLACKLIDGE DR,3636.0,,E131433,1009598.0,460078.0,TUCSON,85716,POINT (-110.9150918032331 32.26086769003284),20152740030,201510,162000,Condo/Townhouse,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-10-01
111064310,3634 E BLACKLIDGE DR,140201.0,259078.0,258404.0,BLACKLIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2606929287,-110.915096957,0.0,140201.0,1.0,PC DSD GIS,P,E BLACKLIDGE DR,E,BLACK,BLACKLIDGE DR,3634.0,,E131433,1009597.0,460014.0,TUCSON,85716,POINT (-110.9150969574485 32.26069292873193),20152740031,201509,40500,Condo/Townhouse,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-10-01
111070390,2515 N SPARKMAN BL,152393.0,246727.0,246104.0,SPARKMAN,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2528322126,-110.920764251,0.0,152393.0,1.0,PC DSD GIS,P,N SPARKMAN BL,N,SPARK,SPARKMAN BL,2515.0,,E131433,1007872.0,457138.0,TUCSON,85716,POINT (-110.9207642508473 32.25283221264126),20151000122,201504,109900,Single Family,PrimaryRes,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2015-04-10
111070660,2537 N SPARKMAN BL,151761.0,247365.0,246740.0,SPARKMAN,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2532309456,-110.920763537,0.0,151761.0,1.0,PC DSD GIS,P,N SPARKMAN BL,N,SPARK,SPARKMAN BL,2537.0,,E131433,1007871.0,457283.0,TUCSON,85716,POINT (-110.9207635369202 32.25323094564499),20150410320,201501,52000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-02-10
111070660,2537 N SPARKMAN BL,151761.0,247365.0,246740.0,SPARKMAN,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2532309456,-110.920763537,0.0,151761.0,1.0,PC DSD GIS,P,N SPARKMAN BL,N,SPARK,SPARKMAN BL,2537.0,,E131433,1007871.0,457283.0,TUCSON,85716,POINT (-110.9207635369202 32.25323094564499),20151750442,201505,108000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-24
11107071F,2512 N SPARKMAN BL,152645.0,246473.0,245856.0,SPARKMAN,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2526669891,-110.92032311,0.0,152645.0,1.0,PC DSD GIS,P,N SPARKMAN BL,N,SPARK,SPARKMAN BL,2512.0,,E131433,1008009.0,457079.0,TUCSON,85716,POINT (-110.9203231099788 32.2526669891269),20150160626,201501,110000,2-4 Plex,Rental,Warranty Deed,Other,Good Sale,No,No,No,No,2015-01-16
11107071F,2510 N SPARKMAN BL,152696.0,246421.0,245803.0,SPARKMAN,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2526369701,-110.920078414,0.0,152696.0,1.0,PC DSD GIS,P,N SPARKMAN BL,N,SPARK,SPARKMAN BL,2510.0,,E131433,1008084.0,457069.0,TUCSON,85716,POINT (-110.9200784136534 32.25263697019075),20150160626,201501,110000,2-4 Plex,Rental,Warranty Deed,Other,Good Sale,No,No,No,No,2015-01-16
11107071F,2508 N SPARKMAN BL,152801.0,246314.0,245694.0,SPARKMAN,BL,0.0,0.0,TUC,0.0,2005-01-14,32.2525638487,-110.92031514,0.0,152801.0,1.0,PC DSD GIS,S,N SPARKMAN BL,N,SPARK,SPARKMAN BL,2508.0,,E131433,1008011.0,457042.0,TUCSON,85716,POINT (-110.9203151395338 32.25256384875208),20150160626,201501,110000,2-4 Plex,Rental,Warranty Deed,Other,Good Sale,No,No,No,No,2015-01-16
11107078E,3420 E FLOWER ST,151509.0,247619.0,246995.0,FLOWER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2533948497,-110.919730292,0.0,151509.0,1.0,PC DSD GIS,P,E FLOWER ST,E,FLOWE,FLOWER ST,3420.0,,E131433,1008189.0,457346.0,TUCSON,85716,POINT (-110.9197302923355 32.25339484977624),20160430269,201512,218000,2-4 Plex,Rental,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-02-12
11107099A,3419 E FLOWER ST,149825.0,249326.0,248686.0,FLOWER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2544770599,-110.919706335,0.0,149825.0,1.0,PC DSD GIS,P,E FLOWER ST,E,FLOWE,FLOWER ST,3419.0,,E131433,1008193.0,457739.0,TUCSON,85716,POINT (-110.9197063350855 32.25447705997681),20152870166,201510,70000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-10-14
11107099A,3419 E FLOWER ST,149825.0,249326.0,248686.0,FLOWER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2544770599,-110.919706335,0.0,149825.0,1.0,PC DSD GIS,P,E FLOWER ST,E,FLOWE,FLOWER ST,3419.0,,E131433,1008193.0,457739.0,TUCSON,85716,POINT (-110.9197063350855 32.25447705997681),20153070575,201511,78000,Single Family,Rental,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-03
11107230B,3134 E BERMUDA ST,148441.0,250725.0,250074.0,BERMUDA,ST,0.0,0.0,TUC,0.0,2006-04-10,32.2554885596,-110.925498412,0.0,148441.0,1.0,PC DSD GIS,P,E BERMUDA ST,E,BERMU,BERMUDA ST,3134.0,,E131433,1006399.0,458091.0,TUCSON,85716,POINT (-110.9254984121972 32.25548855962634),20160070249,201512,32500,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2016-01-07
111072330,3150 E BERMUDA ST,148270.0,250898.0,250246.0,BERMUDA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2556076305,-110.924865735,0.0,148270.0,1.0,PC DSD GIS,P,E BERMUDA ST,E,BERMU,BERMUDA ST,3150.0,,E131433,1006594.0,458136.0,TUCSON,85716,POINT (-110.9248657350514 32.25560763061083),20153350427,201510,170000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-12-01
111072640,2538 N FLANWILL BL,151610.0,247518.0,246893.0,FLANWILL,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2533560972,-110.924485881,0.0,151610.0,1.0,PC DSD GIS,P,N FLANWILL BL,N,FLANW,FLANWILL BL,2538.0,,E131433,1006719.0,457318.0,TUCSON,85716,POINT (-110.9244858808089 32.25335609732157),20151200810,201503,140000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-30
111072660,3226 E FLOWER ST,151141.0,247993.0,247369.0,FLOWER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2536341081,-110.924032428,0.0,151141.0,1.0,PC DSD GIS,P,E FLOWER ST,E,FLOWE,FLOWER ST,3226.0,,E131433,1006859.0,457420.0,TUCSON,85716,POINT (-110.9240324279367 32.25363410821199),20150280147,201501,64800,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-01-28
111072670,3232 E FLOWER ST,151231.0,247903.0,247279.0,FLOWER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2535848695,-110.923865973,0.0,151231.0,1.0,PC DSD GIS,P,E FLOWER ST,E,FLOWE,FLOWER ST,3232.0,,E131433,1006910.0,457403.0,TUCSON,85716,POINT (-110.9238659734726 32.2535848695814),20152020098,201507,140000,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-07-21
11107362B,2441 N EDITH BL,154343.0,244743.0,244118.0,EDITH,BL,0.0,0.0,TUC,0.0,2000-02-19,32.251654011,-110.923346806,0.0,154343.0,1.0,PC DSD GIS,P,N EDITH BL,N,EDITH,EDITH BL,2441.0,,E131433,1007077.0,456702.0,TUCSON,85716,POINT (-110.9233468064357 32.2516540110674),20150581014,201501,93000,Single Family,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-02-27
111074340,3338 E POPINAC LP,146315.0,252867.0,252199.0,POPINAC,LP,0.0,0.0,TUC,0.0,2000-02-19,32.2568520334,-110.921730629,0.0,146315.0,1.0,PC DSD GIS,P,E POPINAC LP,E,POPIN,POPINAC LP,3338.0,,E131433,1007559.0,458598.0,TUCSON,85716,POINT (-110.921730628581 32.25685203352189),20151830596,201505,114900,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-07-02
111074410,3352 E POPINAC LP,146133.0,253052.0,252382.0,POPINAC,LP,0.0,0.0,TUC,0.0,2000-02-19,32.2569751108,-110.921140149,0.0,146133.0,1.0,PC DSD GIS,P,E POPINAC LP,E,POPIN,POPINAC LP,3352.0,,E131433,1007742.0,458644.0,TUCSON,85716,POINT (-110.9211401486538 32.25697511092069),20151240292,201503,140000,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-05-04
111074490,3363 E POPINAC LP,145277.0,253924.0,253259.0,POPINAC,LP,0.0,0.0,TUC,0.0,2000-02-19,32.2575146597,-110.921404771,0.0,145277.0,1.0,PC DSD GIS,P,E POPINAC LP,E,POPIN,POPINAC LP,3363.0,,E131433,1007658.0,458840.0,TUCSON,85716,POINT (-110.921404771212 32.25751465979299),20151630126,201505,130000,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-06-12
111074570,3317 E WATER ST,152962.0,246150.0,245524.0,WATER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2524810367,-110.921818533,0.0,152962.0,1.0,PC DSD GIS,P,E WATER ST,E,WATER,WATER ST,3317.0,,E131433,1007547.0,457007.0,TUCSON,85716,POINT (-110.9218185330694 32.25248103674154),20153410205,201512,57000,Condo/Townhouse,Rental,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-12-07
111074780,3242 E FLOWER ST,151230.0,247904.0,247280.0,FLOWER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2535837983,-110.923543933,0.0,151230.0,1.0,PC DSD GIS,P,E FLOWER ST,E,FLOWE,FLOWER ST,3242.0,,E131433,1007010.0,457403.0,TUCSON,85716,POINT (-110.9235439330637 32.2535837983618),20151730222,201504,144500,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-06-22
111074790,3240 E FLOWER ST,151556.0,247572.0,246948.0,FLOWER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2533930865,-110.923563396,0.0,151556.0,1.0,PC DSD GIS,P,E FLOWER ST,E,FLOWE,FLOWER ST,3240.0,,E131433,1007004.0,457334.0,TUCSON,85716,POINT (-110.923563395617 32.25339308656059),20151600140,201506,150000,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-06-09
111075770,2510 N WINSTEL BL,151584.0,247544.0,246919.0,WINSTEL,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2532764752,-110.911793318,0.0,151584.0,1.0,PC DSD GIS,P,N WINSTEL BL,N,WINST,WINSTEL BL,2510.0,,E131433,1010644.0,457325.0,TUCSON,85716,POINT (-110.91179331764 32.25327647525555),20151890585,201504,3175000,Apartment Building,Unknown,Warranty Deed,Other,More than five (5) parcels being sold,No,No,No,No,2015-07-08
111080140,2744 N RICHEY BL,145769.0,253423.0,252756.0,RICHEY,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2571522541,-110.915924726,0.0,145769.0,1.0,PC DSD GIS,P,N RICHEY BL,N,RICHE,RICHEY BL,2744.0,,E131433,1009353.0,458723.0,TUCSON,85716,POINT (-110.9159247256901 32.25715225417046),20150560705,201502,115000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-02-25
11108023A,3651 E BERMUDA ST,147429.0,251743.0,251082.0,BERMUDA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2561017375,-110.914745251,0.0,147429.0,1.0,PC DSD GIS,P,E BERMUDA ST,E,BERMU,BERMUDA ST,3651.0,,E131433,1009721.0,458345.0,TUCSON,85716,POINT (-110.9147452513233 32.25610173755359),20150910484,201504,263333,2-4 Plex,Rental,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-04-01
11108023B,3657 E BERMUDA ST,146960.0,252218.0,251553.0,BERMUDA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.256409458,-110.914760471,0.0,146960.0,1.0,PC DSD GIS,P,E BERMUDA ST,E,BERMU,BERMUDA ST,3657.0,,E131433,1009716.0,458457.0,TUCSON,85716,POINT (-110.9147604711949 32.25640945812449),20150910486,201504,263333,2-4 Plex,Rental,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-04-01
11108023C,3663 E BERMUDA ST,146372.0,252810.0,252141.0,BERMUDA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2567626008,-110.914675925,0.0,146372.0,1.0,PC DSD GIS,P,E BERMUDA ST,E,BERMU,BERMUDA ST,3663.0,,E131433,1009741.0,458585.0,TUCSON,85716,POINT (-110.9146759252346 32.25676260085319),20150910477,201503,263333,2-4 Plex,Rental,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-04-01
11108024A,2731 N DODGE BL,146224.0,252959.0,252193.0,DODGE,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2568466098,-110.914354286,0.0,146224.0,1.0,PC DSD GIS,P,N DODGE BL,N,DODGE,DODGE BL,2731.0,,E131433,1009840.0,458617.0,TUCSON,85716,POINT (-110.9143542859435 32.25684660984901),20152330120,201506,149950,2-4 Plex,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-08-21
11108024A,2729 N DODGE BL,146376.0,252805.0,666422.0,DODGE,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2567572054,-110.914348569,0.0,146376.0,1.0,PC DSD GIS,U,N DODGE BL,N,DODGE,DODGE BL,2729.0,,E131433,1009842.0,458584.0,TUCSON,85716,POINT (-110.9143485685143 32.25675720551546),20152330120,201506,149950,2-4 Plex,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-08-21
111080530,2717 N RICHEY BL,146887.0,252291.0,251628.0,RICHEY,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2564797006,-110.916513757,0.0,146887.0,1.0,PC DSD GIS,P,N RICHEY BL,N,RICHE,RICHEY BL,2717.0,,E131433,1009173.0,458477.0,TUCSON,85716,POINT (-110.9165137574577 32.2564797006965),20152400207,201507,75526,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-08-28
111080600,3530 E BERMUDA ST,148326.0,250842.0,250190.0,BERMUDA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2555001772,-110.917302252,0.0,148326.0,1.0,PC DSD GIS,P,E BERMUDA ST,E,BERMU,BERMUDA ST,3530.0,,E131433,1008933.0,458118.0,TUCSON,85716,POINT (-110.9173022516023 32.25550017732385),20150690124,201502,155000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-03-10
