,ADDRESS,ADPARCEL_,ADPARCEL_I,ADR_ID,AD_STREET,AD_SUFFIX,ANGLE,AREA,CITY_ID,CODE,DATE_ENTER,LAT,LON,PERIMETER,POLYGONID,SCALE,SOURCE,STATUS,STREET,STREET_DIR,STREET_IDX,STREET_NAM,STREET_NO,SUFFIX_DIR,TILE_NAME,X_HPGN,Y_HPGN,ZIPCITY,ZIPCODE,geometry,SequenceNum,SaleDate,SalePrice,PropertyType,IntendedUse,Deed,Financing,ValidationDescription,BuyerSellerRelated,Solar,PersonalProperty,PartialInterest,RecordingDate,SchDistr,X_PRJ,Y_PRJ
112043330,2818 E BLACKLIDGE DR,139937.0,259343.0,258672.0,BLACKLIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2610361777,-110.930314194,0.0,139937.0,1.0,PC DSD GIS,P,E BLACKLIDGE DR,E,BLACK,BLACKLIDGE DR,2818.0,,E131432,1004892.0,460095.0,TUCSON,85716,POINT (805098.4899266076 460054.0372442548),20160130292,201510,179500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-01-13,Tucson Unified District,805098.4899266076,460054.03724425484
112043420,2934 E BLACKLIDGE DR,139906.0,259374.0,258702.0,BLACKLIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2610509162,-110.928100928,0.0,139906.0,1.0,PC DSD GIS,P,E BLACKLIDGE DR,E,BLACK,BLACKLIDGE DR,2934.0,,E131432,1005576.0,460107.0,TUCSON,85716,POINT (805782.6033169046 460065.6964281739),20150430159,201501,126000,Single Family,NonPrimary,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2015-02-12,Tucson Unified District,805782.6033169046,460065.69642817386
112044200,3035 E BLACKLIDGE DR,138554.0,260742.0,260035.0,BLACKLIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2620170692,-110.927559918,0.0,138554.0,1.0,PC DSD GIS,P,E BLACKLIDGE DR,E,BLACK,BLACKLIDGE DR,3035.0,,E131432,1005740.0,460460.0,TUCSON,85716,POINT (805946.6143660494 460418.7201107039),20150560595,201502,44500,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-02-25,Tucson Unified District,805946.6143660494,460418.7201107039
112044400,3121 N PRESIDIO CI,136186.0,263131.0,262410.0,PRESIDIO,CI,0.0,0.0,TUC,0.0,2000-02-19,32.2638020811,-110.930312989,0.0,136186.0,1.0,PC DSD GIS,P,N PRESIDIO CI,N,PRESI,PRESIDIO CI,3121.0,,E131432,1004883.0,461102.0,TUCSON,85716,POINT (805089.6547444209 461060.2640339121),20153580361,201512,135000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-12-24,Tucson Unified District,805089.6547444209,461060.2640339121
11204459A,3131 N COUNTRY CLUB RD,136409.0,262904.0,262183.0,COUNTRY CLUB,RD,0.0,0.0,TUC,0.0,2000-02-19,32.263622686,-110.927309379,0.0,136409.0,1.0,PC DSD GIS,P,N COUNTRY CLUB RD,N,COUNT,COUNTRY CLUB RD,3131.0,,E131432,1005812.0,461045.0,TUCSON,85716,POINT (806018.6985341152 461003.5506650183),20152640564,201508,955500,Commercial/Industrial,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-09-21,Tucson Unified District,806018.6985341152,461003.5506650183
11205004B,2302 E FORT LOWELL RD,135462.0,263863.0,263142.0,FORT LOWELL,RD,0.0,0.0,TUC,0.0,2000-02-19,32.264452852,-110.936902859,0.0,135462.0,1.0,PC DSD GIS,P,E FORT LOWELL RD,E,FORT,FORT LOWELL RD,2302.0,,E131432,1002844.0,461320.0,TUCSON,85719,POINT (803050.5114178936 461278.3445682237),20153070357,201510,1275000,Apartment Building,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-11-03,Tucson Unified District,803050.5114178936,461278.3445682237
11205025B,3114 N WILSON AV,136586.0,262724.0,262003.0,WILSON,AV,0.0,0.0,TUC,0.0,2000-02-19,32.263559357,-110.939222073,0.0,136586.0,1.0,PC DSD GIS,P,N WILSON AV,N,WILSO,WILSON AV,3114.0,,E131432,1002130.0,460988.0,TUCSON,85719,POINT (802336.5736071023 460946.7552824584),20150260267,201501,98500,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-01-26,Tucson Unified District,802336.5736071023,460946.75528245844
11205025B,3114 N WILSON AV,136586.0,262724.0,262003.0,WILSON,AV,0.0,0.0,TUC,0.0,2000-02-19,32.263559357,-110.939222073,0.0,136586.0,1.0,PC DSD GIS,P,N WILSON AV,N,WILSO,WILSON AV,3114.0,,E131432,1002130.0,460988.0,TUCSON,85719,POINT (802336.5736071023 460946.7552824584),20152890493,201510,152000,Single Family,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-10-16,Tucson Unified District,802336.5736071023,460946.75528245844
112050360,2007 E HEDRICK DR,136921.0,262389.0,261668.0,HEDRICK,DR,0.0,0.0,TUC,0.0,2004-02-13,32.2633088974,-110.941269095,0.0,136921.0,1.0,PC DSD GIS,S,E HEDRICK DR,E,HEDRI,HEDRICK DR,2007.0,,E131432,1001498.0,460891.0,TUCSON,85719,POINT (801704.6432470427 460849.8798376156),20151350369,201504,285000,2-4 Plex,Rental,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-05-15,Tucson Unified District,801704.6432470427,460849.87983761565
112050360,2003 E HEDRICK DR,137003.0,262306.0,261586.0,HEDRICK,DR,0.0,0.0,TUC,0.0,2004-02-13,32.2632505526,-110.941444411,0.0,137003.0,1.0,PC DSD GIS,S,E HEDRICK DR,E,HEDRI,HEDRICK DR,2003.0,,E131432,1001444.0,460869.0,TUCSON,85719,POINT (801650.6433461352 460828.1615941314),20151350369,201504,285000,2-4 Plex,Rental,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-05-15,Tucson Unified District,801650.6433461352,460828.1615941314
112050360,2005 E HEDRICK DR,137128.0,262180.0,261462.0,HEDRICK,DR,0.0,0.0,TUC,0.0,2004-02-13,32.2631735574,-110.941262455,0.0,137128.0,1.0,PC DSD GIS,S,E HEDRICK DR,E,HEDRI,HEDRICK DR,2005.0,,E131432,1001500.0,460842.0,TUCSON,85719,POINT (801707.1412784512 460800.6624418609),20151350369,201504,285000,2-4 Plex,Rental,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-05-15,Tucson Unified District,801707.1412784512,460800.6624418609
112050360,2001 E HEDRICK DR,137202.0,262105.0,261388.0,HEDRICK,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2631201916,-110.941448635,0.0,137202.0,1.0,PC DSD GIS,P,E HEDRICK DR,E,HEDRI,HEDRICK DR,2001.0,,E131432,1001443.0,460822.0,TUCSON,85719,POINT (801649.7665067064 460780.7249839911),20151350369,201504,285000,2-4 Plex,Rental,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-05-15,Tucson Unified District,801649.7665067064,460780.7249839911
11205060B,3060 N CAMPBELL AV,137752.0,261549.0,260841.0,CAMPBELL,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2626929697,-110.943469019,0.0,137752.0,1.0,PC DSD GIS,P,N CAMPBELL AV,N,CAMPB,CAMPBELL AV,3060.0,,E131432,1000820.0,460661.0,TUCSON,85719,POINT (801026.6461631277 460619.632131636),20160120365,201508,837500,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-01-12,Tucson Unified District,801026.6461631277,460619.632131636
112050920,3039 N JACKSON AV,137732.0,261568.0,260859.0,JACKSON,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2626655149,-110.937681884,0.0,137732.0,1.0,PC DSD GIS,P,N JACKSON AV,N,JACKS,JACKSON AV,3039.0,,E131432,1002609.0,460667.0,TUCSON,85719,POINT (802815.6149544548 460625.9209870186),20153340710,201510,182500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-30,Tucson Unified District,802815.6149544548,460625.92098701856
11205129F,2419 E BLACKLIDGE DR,138768.0,260525.0,259823.0,BLACKLIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2619464427,-110.936062611,0.0,138768.0,1.0,PC DSD GIS,P,E BLACKLIDGE DR,E,BLACK,BLACKLIDGE DR,2419.0,,E131432,1003112.0,460410.0,TUCSON,85719,POINT (803318.5336853006 460368.8974223537),20152990383,201509,183400,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-10-26,Tucson Unified District,803318.5336853006,460368.8974223537
112051500,2112 E FLORENCE DR,144170.0,255054.0,254387.0,FLORENCE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2583235655,-110.940282003,0.0,144170.0,1.0,PC DSD GIS,P,E FLORENCE DR,E,FLORE,FLORENCE DR,2112.0,,E131432,1001820.0,459080.0,TUCSON,85719,POINT (802026.1917282826 459039.0155199037),20153570677,201512,239000,Single Family,PrimaryRes,Joint Tenancy Deed,Other,Good Sale,No,No,No,No,2015-12-23,Tucson Unified District,802026.1917282826,459039.01551990374
112051620,2161 E GLENN ST,144840.0,254367.0,253699.0,GLENN,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2579238147,-110.939995552,0.0,144840.0,1.0,PC DSD GIS,P,E GLENN ST,E,GLENN,GLENN ST,2161.0,,E131432,1001909.0,458936.0,TUCSON,85719,POINT (802116.0594736573 458894.39416589),20151350554,201505,183500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-15,Tucson Unified District,802116.0594736573,458894.39416589
112051830,2131 E FLORENCE DR,143345.0,255891.0,255230.0,FLORENCE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2588072957,-110.939798064,0.0,143345.0,1.0,PC DSD GIS,P,E FLORENCE DR,E,FLORE,FLORENCE DR,2131.0,,E131432,1001968.0,459258.0,TUCSON,85719,POINT (802174.1960476753 459216.3560488197),20152720131,201508,217000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-29,Tucson Unified District,802174.1960476753,459216.3560488197
112052060,2131 E MONTE VISTA DR,141942.0,257315.0,256643.0,MONTE VISTA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2597105996,-110.939786973,0.0,141942.0,1.0,PC DSD GIS,P,E MONTE VISTA DR,E,MONTE,MONTE VISTA DR,2131.0,,E131432,1001968.0,459586.0,TUCSON,85719,POINT (802174.6465708344 459545.0048547483),20150430491,201501,232000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-02-12,Tucson Unified District,802174.6465708344,459545.00485474826
112052290,2232 E BLACKLIDGE DR,140047.0,259233.0,258560.0,BLACKLIDGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2610115604,-110.938592687,0.0,140047.0,1.0,PC DSD GIS,P,E BLACKLIDGE DR,E,BLACK,BLACKLIDGE DR,2232.0,,E131432,1002333.0,460063.0,TUCSON,85719,POINT (802539.5337958398 460021.6519196282),20151830120,201506,195000,Single Family,NonPrimary,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-07-02,Tucson Unified District,802539.5337958398,460021.6519196282
112052630,2242 E FLORENCE DR,143957.0,255270.0,254601.0,FLORENCE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2584363386,-110.938371018,0.0,143957.0,1.0,PC DSD GIS,P,E FLORENCE DR,E,FLORE,FLORENCE DR,2242.0,,E131432,1002410.0,459127.0,TUCSON,85719,POINT (802616.5580807949 459085.4233190182),20151800130,201505,255000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-06-29,Tucson Unified District,802616.5580807949,459085.4233190182
112052660,2212 E FLORENCE DR,144138.0,255086.0,254419.0,FLORENCE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2583336943,-110.939103801,0.0,144138.0,1.0,PC DSD GIS,P,E FLORENCE DR,E,FLORE,FLORENCE DR,2212.0,,E131432,1002184.0,459087.0,TUCSON,85719,POINT (802390.3732102856 459046.0170129649),20151200135,201504,165000,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-04-30,Tucson Unified District,802390.3732102856,459046.0170129649
112052700,2221 E GLENN ST,144806.0,254402.0,253734.0,GLENN,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2579308234,-110.93886955,0.0,144806.0,1.0,PC DSD GIS,P,E GLENN ST,E,GLENN,GLENN ST,2221.0,,E131432,1002258.0,458941.0,TUCSON,85719,POINT (802464.1161866961 458900.1144574286),20151830655,201507,195500,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-02,Tucson Unified District,802464.1161866961,458900.1144574286
112053930,3133 N OLSEN AV,136760.0,262549.0,261828.0,OLSEN,AV,0.0,0.0,TUC,0.0,2004-09-30,32.2634654017,-110.942615622,0.0,136760.0,1.0,PC DSD GIS,P,N OLSEN AV,N,OLSEN,OLSEN AV,3133.0,,E131432,1001081.0,460944.0,TUCSON,85719,POINT (801287.9026419338 460903.0334264351),20150370157,201502,193900,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-02-06,Tucson Unified District,801287.9026419338,460903.0334264351
112054010,3117 N OLSEN AV,136756.0,262555.0,261834.0,OLSEN,AV,0.0,0.0,TUC,0.0,2004-11-03,32.2634625908,-110.941906168,0.0,136756.0,1.0,PC DSD GIS,P,N OLSEN AV,N,OLSEN,OLSEN AV,3117.0,,E131432,1001301.0,460945.0,TUCSON,85719,POINT (801507.2114937491 460904.0028147308),20152430783,201508,194000,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-08-31,Tucson Unified District,801507.211493749,460904.0028147308
112060310,2717 N NORRIS AV,147219.0,251955.0,251295.0,NORRIS,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2564456058,-110.942867696,0.0,147219.0,1.0,PC DSD GIS,P,N NORRIS AV,N,NORRI,NORRIS AV,2717.0,,E131432,1001026.0,458390.0,TUCSON,85719,POINT (801233.0538144407 458348.5584278777),20152300505,201508,221000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-08-18,Tucson Unified District,801233.0538144407,458348.5584278777
112060440,2707 N PLUMER AV,147567.0,251605.0,250944.0,PLUMER,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2562080262,-110.939887767,0.0,147567.0,1.0,PC DSD GIS,P,N PLUMER AV,N,PLUME,PLUMER AV,2707.0,,E131432,1001948.0,458312.0,TUCSON,85719,POINT (802155.0343562231 458270.5021532478),20151620477,201504,180000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-11,Tucson Unified District,802155.0343562231,458270.50215324777
112061200,2214 E GLENN ST,145714.0,253478.0,252811.0,GLENN,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2573707744,-110.939159005,0.0,145714.0,1.0,PC DSD GIS,P,E GLENN ST,E,GLENN,GLENN ST,2214.0,,E131432,1002170.0,458737.0,TUCSON,85719,POINT (802376.4847286687 458695.5559861395),20150770122,201502,135000,Single Family,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-03-18,Tucson Unified District,802376.4847286687,458695.55598613946
112061210,2215 E CALLE ALTA VISTA,146195.0,252989.0,252319.0,CALLE ALTA VISTA,,0.0,0.0,TUC,0.0,2000-02-19,32.2570665037,-110.939156403,0.0,146195.0,1.0,PC DSD GIS,P,E CALLE ALTA VISTA,E,CALLE,CALLE ALTA VISTA,2215.0,,E131432,1002172.0,458626.0,TUCSON,85719,POINT (802378.2926968478 458584.8711435413),20151660162,201505,219000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-15,Tucson Unified District,802378.2926968478,458584.8711435413
112061410,2615 N WILLOW AV,148539.0,250626.0,249975.0,WILLOW,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2555123679,-110.938970077,0.0,148539.0,1.0,PC DSD GIS,P,N WILLOW AV,N,WILLO,WILLOW AV,2615.0,,E131432,1002234.0,458061.0,TUCSON,85719,POINT (802441.0194522522 458020.0091235956),20153340738,201510,160000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-30,Tucson Unified District,802441.0194522522,458020.0091235956
112061570,2230 E TOWNER ST,149608.0,249546.0,248902.0,TOWNER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2547630741,-110.938525651,0.0,149608.0,1.0,PC DSD GIS,P,E TOWNER ST,E,TOWNE,TOWNER ST,2230.0,,E131432,1002374.0,457790.0,TUCSON,85719,POINT (802580.8813256106 457748.6720597505),20151700510,201505,192000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-06-19,Tucson Unified District,802580.8813256106,457748.6720597505
112061720,2608 N NORTON AV,150227.0,248918.0,248283.0,NORTON,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2543140145,-110.936156391,0.0,150227.0,1.0,PC DSD GIS,P,N NORTON AV,N,NORTO,NORTON AV,2608.0,,E131432,1003108.0,457633.0,TUCSON,85719,POINT (803314.7997394862 457591.9918025299),20150420179,201501,120000,Single Family,NonPrimary,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-02-11,Tucson Unified District,803314.7997394862,457591.9918025299
112062100,2008 E COPPER ST,151342.0,247786.0,247161.0,COPPER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2536646441,-110.942042213,0.0,151342.0,1.0,PC DSD GIS,P,E COPPER ST,E,COPPE,COPPER ST,2008.0,,E131432,1001291.0,457380.0,TUCSON,85719,POINT (801497.3846534485 457339.1759689458),20151610406,201505,200000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-06-10,Tucson Unified District,801497.3846534485,457339.17596894584
112062100,2008 E COPPER ST,151342.0,247786.0,247161.0,COPPER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2536646441,-110.942042213,0.0,151342.0,1.0,PC DSD GIS,P,E COPPER ST,E,COPPE,COPPER ST,2008.0,,E131432,1001291.0,457380.0,TUCSON,85719,POINT (801497.3846534485 457339.1759689458),20160150148,201505,200000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-01-15,Tucson Unified District,801497.3846534485,457339.17596894584
112062120,2001 E SILVER ST,151906.0,247219.0,246598.0,SILVER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2533037113,-110.94227755,0.0,151906.0,1.0,PC DSD GIS,P,E SILVER ST,E,SILVE,SILVER ST,2001.0,,E131432,1001219.0,457248.0,TUCSON,85719,POINT (801425.8184391701 457207.2097229448),20152540380,201509,119000,Single Family,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11,Tucson Unified District,801425.8184391701,457207.2097229448
112062580,2032 E COPPER ST,151168.0,247966.0,247341.0,COPPER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2537586067,-110.94126185,0.0,151168.0,1.0,PC DSD GIS,P,E COPPER ST,E,COPPE,COPPER ST,2032.0,,E131432,1001532.0,457417.0,TUCSON,85719,POINT (801738.319431817 457375.5513360637),20153650387,201512,92000,Single Family,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-12-31,Tucson Unified District,801738.319431817,457375.55133606365
112062590,2026 E COPPER ST,151345.0,247783.0,247158.0,COPPER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2536587268,-110.941442443,0.0,151345.0,1.0,PC DSD GIS,P,E COPPER ST,E,COPPE,COPPER ST,2026.0,,E131432,1001476.0,457380.0,TUCSON,85719,POINT (801682.8189831882 457338.7080546601),20151970330,201507,199000,Single Family,NonPrimary,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-16,Tucson Unified District,801682.8189831882,457338.7080546601
112062940,2030 E SPRING ST,155499.0,243549.0,242927.0,SPRING,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2509871474,-110.941479088,0.0,155499.0,1.0,PC DSD GIS,P,E SPRING ST,E,SPRIN,SPRING ST,2030.0,,E131432,1001474.0,456408.0,TUCSON,85719,POINT (801680.2810130591 456366.6985540017),20152400481,201508,230500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-08-28,Tucson Unified District,801680.2810130591,456366.69855400175
112062970,2004 E SPRING ST,155631.0,243412.0,242787.0,SPRING,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2508918695,-110.942133696,0.0,155631.0,1.0,PC DSD GIS,P,E SPRING ST,E,SPRIN,SPRING ST,2004.0,,E131432,1001272.0,456371.0,TUCSON,85719,POINT (801478.220553418 456330.1983359345),20160330166,201512,305000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-02-02,Tucson Unified District,801478.220553418,456330.1983359345
112063210,2100 E WATER ST,154226.0,244864.0,244239.0,WATER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2519017854,-110.940866458,0.0,154226.0,1.0,PC DSD GIS,P,E WATER ST,E,WATER,WATER ST,2100.0,,E131432,1001660.0,456742.0,TUCSON,85719,POINT (801866.6657501621 456701.1608634879),20151190278,201503,279000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-29,Tucson Unified District,801866.6657501621,456701.16086348786
112063260,2031 E SPRING ST,154804.0,244270.0,243644.0,SPRING,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2514958868,-110.941474459,0.0,154804.0,1.0,PC DSD GIS,P,E SPRING ST,E,SPRIN,SPRING ST,2031.0,,E131432,1001474.0,456593.0,TUCSON,85719,POINT (801680.0382564339 456551.7882564662),20151880346,201506,255000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-07-07,Tucson Unified District,801680.0382564339,456551.78825646616
112063420,1912 E WATER ST,154249.0,244842.0,244218.0,WATER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2518993148,-110.943196224,0.0,154249.0,1.0,PC DSD GIS,P,E WATER ST,E,WATER,WATER ST,1912.0,,E131432,1000940.0,456735.0,TUCSON,85719,POINT (801146.428380925 456693.7197426084),20150360216,201501,243650,Single Family,Rental,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-02-05,Tucson Unified District,801146.428380925,456693.71974260843
112063880,2218 E WATER ST,154204.0,244887.0,244262.0,WATER,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2519062328,-110.938930892,0.0,154204.0,1.0,PC DSD GIS,P,E WATER ST,E,WATER,WATER ST,2218.0,,E131432,1002259.0,456749.0,TUCSON,85719,POINT (802465.0302910605 456708.2260508851),20151050496,201503,209000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-04-15,Tucson Unified District,802465.0302910605,456708.2260508851
112063970,2235 E SPRING ST,154748.0,244326.0,243701.0,SPRING,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2515038161,-110.938433638,0.0,154748.0,1.0,PC DSD GIS,P,E SPRING ST,E,SPRIN,SPRING ST,2235.0,,E131432,1002414.0,456604.0,TUCSON,85719,POINT (802620.0841616262 456563.2300939825),20152800130,201509,144500,Single Family,Rental,Warranty Deed,Other,Good Sale,No,No,No,No,2015-10-07,Tucson Unified District,802620.0841616262,456563.2300939825
112064230,2559 N TUCSON BL,151109.0,248026.0,247401.0,TUCSON,BL,0.0,0.0,TUC,0.0,2000-02-19,32.253742587,-110.935753749,0.0,151109.0,1.0,PC DSD GIS,P,N TUCSON BL,N,TUCSO,TUCSON BL,2559.0,,E131432,1003235.0,457426.0,TUCSON,85716,POINT (803441.1643632081 457385.2471035112),20151490230,201503,1025000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-05-29,Tucson Unified District,803441.1643632081,457385.24710351124
112064420,2311 E MITCHELL ST,147074.0,252102.0,251438.0,MITCHELL,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2564978795,-110.936908255,0.0,147074.0,1.0,PC DSD GIS,P,E MITCHELL ST,E,MITCH,MITCHELL ST,2311.0,,E131432,1002869.0,458426.0,TUCSON,85719,POINT (803075.1474453625 458384.3477338727),20151630939,201506,315000,Single Family,NonPrimary,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-06-12,Tucson Unified District,803075.1474453625,458384.3477338727
11207013D,2651 E ALTA VISTA ST,146739.0,252440.0,251777.0,ALTA VISTA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2566765936,-110.931755738,0.0,146739.0,1.0,PC DSD GIS,P,E ALTA VISTA ST,E,ALTA,ALTA VISTA ST,2651.0,,E131432,1004461.0,458505.0,TUCSON,85716,POINT (804667.3722507445 458463.9468571275),20152920355,201509,170000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-10-19,Tucson Unified District,804667.3722507445,458463.94685712754
112070320,2602 E ALTA VISTA ST,147318.0,251855.0,251195.0,ALTA VISTA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2562994012,-110.933010658,0.0,147318.0,1.0,PC DSD GIS,P,E ALTA VISTA ST,E,ALTA,ALTA VISTA ST,2602.0,,E131432,1004074.0,458364.0,TUCSON,85716,POINT (804280.6862534815 458323.1671048171),20151420617,201503,110000,Single Family,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-05-22,Tucson Unified District,804280.6862534815,458323.16710481705
112070370,2720 E SYLVIA ST,148407.0,250760.0,250109.0,SYLVIA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2555617651,-110.931606846,0.0,148407.0,1.0,PC DSD GIS,P,E SYLVIA ST,E,SYLVI,SYLVIA ST,2720.0,,E131432,1004511.0,458100.0,TUCSON,85716,POINT (804717.1054090306 458058.8002196255),20160070546,201512,127500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-01-07,Tucson Unified District,804717.1054090306,458058.80021962547
